description,category
POS DEBIT 488447426832 CASHWITHDRAWAL,Withdrawals
POS DEBIT 623592289342 MUTUALFUNDSIP,Investments
UPI/P2M/660570870112/NETFLIX.COM,Entertainment
POS DEBIT 562091055904 CULTFIT,Health & Fitness
UPI/P2M/546019009112/UPSTOX,Investments
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
UPI/P2M/414458015782/NETFLIX.COM,Entertainment
POS DEBIT 646938579690 PVRCINEMAS,Entertainment
UPI/P2M/917909556054/MYNTRA,Shopping
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 695829538639 CASHWITHDRAWAL,Withdrawals
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
UPI/P2M/345891717859/ZEPTO,Groceries
UPI/P2M/882273660631/NETFLIX.COM,Entertainment
POS DEBIT 905482907026 UNIVERSITYFEES,Education
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
UPI/P2M/855977520177/COURSERA,Education
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/738666600650/SWIGGY,Food & Drinks
UPI/P2M/254972382508/ZEPTO,Groceries
POS DEBIT 401241881670 CASHWITHDRAWAL,Withdrawals
POS DEBIT 290632537004 DOMINOSPIZZA,Food & Drinks
UPI/P2M/284423748726/ZOMATO,Food & Drinks
POS DEBIT 798449062096 LOCALGYM,Health & Fitness
POS DEBIT 560878715931 BANKCHARGES,Miscellaneous
POS DEBIT 377475120551 CULTFIT,Health & Fitness
POS DEBIT 670522531851 CASHWITHDRAWAL,Withdrawals
POS DEBIT 578530774166 CULTFIT,Health & Fitness
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/429646813363/AMAZON,Shopping
UPI/P2M/284751453430/MYNTRA,Shopping
UPI/P2M/680797399321/BOOKMYSHOW,Entertainment
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/943658502700/ZOMATO,Food & Drinks
POS DEBIT 101360310798 CASHWITHDRAWAL,Withdrawals
UPI/P2M/736896901237/GIFT,Miscellaneous
POS DEBIT 630723715675 LOCALGYM,Health & Fitness
POS DEBIT 959046194615 MISCPURCHASE,Miscellaneous
POS DEBIT 785640716585 UNIVERSITYFEES,Education
POS DEBIT 472676232923 PVRCINEMAS,Entertainment
UPI/P2M/999896725682/AMAZON,Shopping
UPI/P2M/277248476307/MAKEMYTRIP,Travel & Transport
UPI/P2M/404846571779/ZERODHA,Investments
POS DEBIT 330042924046 OLACABS,Travel & Transport
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 492971698840 LOCALSUPERMARKET,Groceries
POS DEBIT 114030673034 LOCALGYM,Health & Fitness
POS DEBIT 277471104441 APOLLOPHARMACY,Health & Fitness
UPI/P2M/865078128993/COURSERA,Education
POS DEBIT 967011504219 PVRCINEMAS,Entertainment
UPI/P2M/363905070968/STARBUCKS,Food & Drinks
POS DEBIT 742874549471 OLACABS,Travel & Transport
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 384207355207 CASHWITHDRAWAL,Withdrawals
POS DEBIT 774172149712 CASHWITHDRAWAL,Withdrawals
POS DEBIT 578530774166 CULTFIT,Health & Fitness
UPI/P2M/301769716464/BIGBASKET,Groceries
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/866208549706/STARBUCKS,Food & Drinks
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
POS DEBIT 208758371163 WATERSUPPLYDEPT,Bills & Utilities
UPI/P2M/260993581689/BLINKIT,Groceries
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
POS DEBIT 787111676300 THEBEERCAFE,Food & Drinks
NEFT CR-374314810829-FREELANCE PAYMENT,Income
UPI/P2M/716855539821/MYPROTEIN,Health & Fitness
POS DEBIT 195646054713 BANKCHARGES,Miscellaneous
UPI/P2M/950026309105/MYNTRA,Shopping
POS DEBIT 974084351039 CASHWITHDRAWAL,Withdrawals
UPI/P2M/796362855731/AMAZON,Shopping
UPI/P2M/950026309105/MYNTRA,Shopping
UPI/P2M/643158108330/GIFT,Miscellaneous
UPI/P2M/674489556542/BOOKMYSHOW,Entertainment
NEFT CR-249941933953-RENTAL INCOME,Income
NEFT CR-184294138798-FREELANCE PAYMENT,Income
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
UPI/P2M/320821648105/MAKEMYTRIP,Travel & Transport
UPI/P2M/950026309105/MYNTRA,Shopping
UPI/P2M/518782507825/STARBUCKS,Food & Drinks
POS DEBIT 724595305352 VODAFONEIDEA,Bills & Utilities
POS DEBIT 226115660766 APOLLOPHARMACY,Health & Fitness
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 155411815072 MUTUALFUNDSIP,Investments
UPI/P2M/384620910829/ZOMATO,Food & Drinks
UPI/P2M/980600737434/H&M,Shopping
UPI/P2M/120006789476/MYNTRA,Shopping
UPI/P2M/101022873831/JIOMART,Groceries
POS DEBIT 226148847020 CASHWITHDRAWAL,Withdrawals
POS DEBIT 788851630689 DOMINOSPIZZA,Food & Drinks
UPI/P2M/894088758295/GOIBIBO,Travel & Transport
POS DEBIT 611956189400 CULTFIT,Health & Fitness
POS DEBIT 143557735728 CASHWITHDRAWAL,Withdrawals
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/516707692505/GIFT,Miscellaneous
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 675952557837 MUTUALFUNDSIP,Investments
UPI/P2M/455899854727/BOOKMYSHOW,Entertainment
POS DEBIT 181729617503 LOCALSUPERMARKET,Groceries
NEFT CR-785020750188-SALARY CREDIT,Income
UPI/P2M/104454907320/ZOMATO,Food & Drinks
UPI/P2M/013913237104/GIFT,Miscellaneous
NEFT CR-460720000341-FREELANCE PAYMENT,Income
UPI/P2M/629758373853/UBER,Travel & Transport
UPI/P2M/800541770934/GROWW,Investments
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 877401536224 UNIVERSITYFEES,Education
POS DEBIT 732632424724 LOCALSUPERMARKET,Groceries
POS DEBIT 295240549024 PVRCINEMAS,Entertainment
UPI/P2M/703151981638/UDEMY,Education
POS DEBIT 786701593758 CASHWITHDRAWAL,Withdrawals
UPI/P2M/013913237104/GIFT,Miscellaneous
POS DEBIT 839588147918 UNIVERSITYFEES,Education
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
UPI/P2M/605901349260/BOOKMYSHOW,Entertainment
UPI/P2M/412255078876/NETFLIX.COM,Entertainment
UPI/P2M/778969838687/GIFT,Miscellaneous
UPI/P2M/862331635691/FLIPKART,Shopping
POS DEBIT 603682394397 APOLLOPHARMACY,Health & Fitness
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
NEFT CR-195864661572-FREELANCE PAYMENT,Income
UPI/P2M/972065058308/BOOKMYSHOW,Entertainment
UPI/P2M/377415623872/MYNTRA,Shopping
UPI/P2M/524844132437/ZERODHA,Investments
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
UPI/P2M/603341572724/STARBUCKS,Food & Drinks
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
POS DEBIT 229986227698 MUTUALFUNDSIP,Investments
POS DEBIT 314031141448 INDIANRAILWAYS,Travel & Transport
UPI/P2M/472111444891/ZOMATO,Food & Drinks
UPI/P2M/601594098676/UPSTOX,Investments
POS DEBIT 178292958701 LOCALGYM,Health & Fitness
UPI/P2M/675367460363/MYPROTEIN,Health & Fitness
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 579642942644 MUTUALFUNDSIP,Investments
UPI/P2M/618394310761/ZERODHA,Investments
UPI/P2M/371193132289/ZERODHA,Investments
UPI/P2M/544611239296/MYPROTEIN,Health & Fitness
POS DEBIT 993156558460 CASHWITHDRAWAL,Withdrawals
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/639585838359/ZEPTO,Groceries
UPI/P2M/231960557227/SWIGGY,Food & Drinks
UPI/P2M/406599162954/AIRTEL,Bills & Utilities
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 865756026205 DOMINOSPIZZA,Food & Drinks
UPI/P2M/679697150696/FLIPKART,Shopping
POS DEBIT 834008157221 PVRCINEMAS,Entertainment
NEFT CR-323884977870-RENTAL INCOME,Income
UPI/P2M/280678523415/ZOMATO,Food & Drinks
UPI/P2M/919925796559/H&M,Shopping
POS DEBIT 666424468273 CASHWITHDRAWAL,Miscellaneous
POS DEBIT 307041152256 PVRCINEMAS,Entertainment
UPI/P2M/411322186497/H&M,Shopping
UPI/P2M/568764977882/GROWW,Investments
UPI/P2M/215973815886/COURSERA,Education
POS DEBIT 718662433620 LOCALGYM,Health & Fitness
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
UPI/P2M/648185190630/BLINKIT,Groceries
UPI/P2M/669176276409/GOIBIBO,Travel & Transport
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 257652762279 LOCALSUPERMARKET,Groceries
UPI/P2M/870105024908/GROWW,Investments
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/785157681480/GROWW,Investments
UPI/P2M/254287324605/MAKEMYTRIP,Travel & Transport
POS DEBIT 295430760382 RELIANCEDIGITAL,Shopping
UPI/P2M/110328407759/UDEMY,Education
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
UPI/P2M/885134226819/ZARA,Shopping
POS DEBIT 462623385352 CASHWITHDRAWAL,Withdrawals
POS DEBIT 549959005014 OLACABS,Travel & Transport
NEFT CR-231395364340-FREELANCE PAYMENT,Income
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/995384892236/UPSTOX,Investments
POS DEBIT 495736488568 DOMINOSPIZZA,Food & Drinks
NEFT CR-103571972443-FREELANCE PAYMENT,Income
UPI/P2M/776596835097/ZOMATO,Food & Drinks
UPI/P2M/281142745220/BOOKMYSHOW,Entertainment
POS DEBIT 987728678787 MUTUALFUNDSIP,Investments
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 151804957934 UNIVERSITYFEES,Education
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/235204256641/JIOMART,Groceries
POS DEBIT 649009959272 LOCALSUPERMARKET,Groceries
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/799718237242/MYPROTEIN,Health & Fitness
UPI/P2M/701264220887/FLIPKART,Shopping
UPI/P2M/112871560102/GIFT,Miscellaneous
UPI/P2M/601089087155/ZERODHA,Investments
UPI/P2M/740374979567/UDEMY,Education
POS DEBIT 604449850785 UNIVERSITYFEES,Education
UPI/P2M/115319522653/UDEMY,Education
POS DEBIT 858442412570 LOCALSUPERMARKET,Groceries
UPI/P2M/390136728302/BOOKMYSHOW,Entertainment
UPI/P2M/441243358976/UDEMY,Education
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
UPI/P2M/828617906454/NETFLIX.COM,Entertainment
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 836103885520 UNIVERSITYFEES,Education
UPI/P2M/878829328259/JIOMART,Groceries
NEFT CR-110749845057-FREELANCE PAYMENT,Income
POS DEBIT 758722953160 OLACABS,Travel & Transport
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 604973121813 PRIMEVIDEO,Entertainment
NEFT CR-210088818887-FREELANCE PAYMENT,Income
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 261936058941 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 901626381299 LOCALSUPERMARKET,Groceries
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
UPI/P2M/131359900333/NETFLIX.COM,Entertainment
NEFT CR-101701368321-RENTAL INCOME,Income
UPI/P2M/658726847592/UDEMY,Education
UPI/P2M/975555517807/ZERODHA,Investments
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 839099655456 CASHWITHDRAWAL,Withdrawals
POS DEBIT 585006084893 CASHWITHDRAWAL,Withdrawals
NEFT CR-331796458452-RENTAL INCOME,Income
UPI/P2M/471831709551/FLIPKART,Shopping
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/735407083433/UDEMY,Education
POS DEBIT 086148966319 MISCPURCHASE,Miscellaneous
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
UPI/P2M/525428558301/JIOMART,Groceries
POS DEBIT 402513947634 UNIVERSITYFEES,Education
UPI/P2M/122859178450/GOIBIBO,Travel & Transport
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 575922404048 MISCPURCHASE,Miscellaneous
POS DEBIT 232350577779 CULTFIT,Health & Fitness
UPI/P2M/448334388424/UDEMY,Education
UPI/P2M/822258038669/UDEMY,Education
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
UPI/P2M/121508003314/BIGBASKET,Groceries
POS DEBIT 578530774166 CULTFIT,Health & Fitness
NEFT CR-834395378667-FREELANCE PAYMENT,Income
POS DEBIT 547170199284 BANKCHARGES,Miscellaneous
UPI/P2M/690920277122/AIRTEL,Bills & Utilities
POS DEBIT 245609167461 APOLLOPHARMACY,Health & Fitness
UPI/P2M/277129061726/GROWW,Investments
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/946542486823/NETFLIX.COM,Entertainment
NEFT CR-323884977870-RENTAL INCOME,Income
POS DEBIT 967757729903 CASHWITHDRAWAL,Withdrawals
POS DEBIT 138445233020 MUTUALFUNDSIP,Investments
POS DEBIT 821102371895 OLACABS,Travel & Transport
NEFT CR-745066272789-FREELANCE PAYMENT,Income
UPI/P2M/013913237104/GIFT,Miscellaneous
NEFT CR-805003583706-FREELANCE PAYMENT,Income
UPI/P2M/264733906466/AMAZON,Shopping
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
UPI/P2M/233177468975/MYPROTEIN,Health & Fitness
POS DEBIT 539197700527 UNIVERSITYFEES,Education
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
UPI/P2M/776596835097/ZOMATO,Food & Drinks
NEFT CR-393122808308-SALARY CREDIT,Income
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
POS DEBIT 873730478187 CASHWITHDRAWAL,Withdrawals
UPI/P2M/981854953226/STARBUCKS,Food & Drinks
UPI/P2M/790619926656/BOOKMYSHOW,Entertainment
UPI/P2M/538810466790/MYPROTEIN,Health & Fitness
UPI/P2M/669358837355/GIFT,Miscellaneous
POS DEBIT 880818169060 THEBEERCAFE,Food & Drinks
POS DEBIT 417620207951 MUTUALFUNDSIP,Investments
NEFT CR-632406396806-SALARY CREDIT,Income
UPI/P2M/711965877031/MYPROTEIN,Health & Fitness
POS DEBIT 950277376487 MUTUALFUNDSIP,Investments
NEFT CR-590239686952-FREELANCE PAYMENT,Income
UPI/P2M/217531859530/ZEPTO,Groceries
UPI/P2M/489517321103/MYNTRA,Shopping
POS DEBIT 529233415383 BANKCHARGES,Miscellaneous
UPI/P2M/234523809888/MAKEMYTRIP,Travel & Transport
POS DEBIT 895807858760 THEBEERCAFE,Food & Drinks
POS DEBIT 215873816785 OLACABS,Travel & Transport
POS DEBIT 701127537371 CASHWITHDRAWAL,Withdrawals
UPI/P2M/285581610836/AIRTEL,Bills & Utilities
POS DEBIT 983836231552 MISCPURCHASE,Miscellaneous
POS DEBIT 605068831480 UNIVERSITYFEES,Education
NEFT CR-769678017582-RENTAL INCOME,Income
POS DEBIT 130550567740 VODAFONEIDEA,Bills & Utilities
UPI/P2M/120164212433/GIFT,Miscellaneous
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 480012385025 PVRCINEMAS,Entertainment
POS DEBIT 971438745945 CASHWITHDRAWAL,Withdrawals
POS DEBIT 121471580675 PVRCINEMAS,Entertainment
UPI/P2M/868826780044/ZOMATO,Food & Drinks
UPI/P2M/829779061943/NETFLIX.COM,Entertainment
UPI/P2M/790020719445/ZEPTO,Groceries
UPI/P2M/651548393656/GROWW,Investments
POS DEBIT 509728376462 MISCPURCHASE,Miscellaneous
POS DEBIT 664226023723 PVRCINEMAS,Entertainment
POS DEBIT 331364502769 THEBEERCAFE,Food & Drinks
POS DEBIT 909560533856 BANKCHARGES,Miscellaneous
UPI/P2M/778940692786/STARBUCKS,Food & Drinks
POS DEBIT 372800251762 MUTUALFUNDSIP,Investments
UPI/P2M/168880570483/MYNTRA,Shopping
POS DEBIT 464542306200 PRIMEVIDEO,Entertainment
NEFT CR-846242124404-FREELANCE PAYMENT,Income
POS DEBIT 093826276658 VODAFONEIDEA,Bills & Utilities
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/539152731214/GIFT,Miscellaneous
NEFT CR-323884977870-RENTAL INCOME,Income
UPI/P2M/898348273658/ZARA,Shopping
POS DEBIT 578530774166 CULTFIT,Health & Fitness
POS DEBIT 916302426761 CASHWITHDRAWAL,Withdrawals
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/818583301099/COURSERA,Education
UPI/P2M/479176238259/JIOMART,Groceries
POS DEBIT 670125435854 INDIANRAILWAYS,Travel & Transport
UPI/P2M/679033614103/ZEPTO,Groceries
UPI/P2M/273456587275/ZEPTO,Groceries
POS DEBIT 478362463031 LOCALGYM,Health & Fitness
POS DEBIT 221973091766 PRIMEVIDEO,Entertainment
POS DEBIT 852092137996 CASHWITHDRAWAL,Withdrawals
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/578515123716/UBER,Travel & Transport
POS DEBIT 799296325152 CASHWITHDRAWAL,Miscellaneous
UPI/P2M/208481883687/NETFLIX.COM,Entertainment
UPI/P2M/013913237104/GIFT,Miscellaneous
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
POS DEBIT 722286232671 CASHWITHDRAWAL,Withdrawals
UPI/P2M/412906431755/GOIBIBO,Travel & Transport
POS DEBIT 764954195395 CASHWITHDRAWAL,Withdrawals
POS DEBIT 916713432884 DOMINOSPIZZA,Food & Drinks
UPI/P2M/776596835097/ZOMATO,Food & Drinks
POS DEBIT 356091857115 APOLLOPHARMACY,Health & Fitness
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/453126862445/MAKEMYTRIP,Travel & Transport
NEFT CR-568332322785-SALARY CREDIT,Income
POS DEBIT 927556152829 CASHWITHDRAWAL,Withdrawals
POS DEBIT 351867484250 LOCALSUPERMARKET,Groceries
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/788444233644/ZEPTO,Groceries
UPI/P2M/375755733134/AMAZON,Shopping
POS DEBIT 578530774166 CULTFIT,Health & Fitness
POS DEBIT 219145644769 ELECTRICITYBOARD,Bills & Utilities
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
UPI/P2M/834861755645/COURSERA,Education
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 827088675754 APOLLOPHARMACY,Health & Fitness
POS DEBIT 118280448542 VODAFONEIDEA,Bills & Utilities
POS DEBIT 407462499004 UNIVERSITYFEES,Education
UPI/P2M/776596835097/ZOMATO,Food & Drinks
UPI/P2M/922758835764/BSNL,Bills & Utilities
POS DEBIT 157603179201 CASHWITHDRAWAL,Withdrawals
POS DEBIT 339593354442 THEBEERCAFE,Food & Drinks
UPI/P2M/119463633344/MAKEMYTRIP,Travel & Transport
POS DEBIT 558978334109 REDBUS,Travel & Transport
UPI/P2M/899203681303/NETFLIX.COM,Entertainment
UPI/P2M/815315722291/ZERODHA,Investments
POS DEBIT 385629177583 MISCPURCHASE,Miscellaneous
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
UPI/P2M/133093572660/MCDONALDS,Food & Drinks
POS DEBIT 976336719713 PVRCINEMAS,Entertainment
POS DEBIT 680649080833 CULTFIT,Health & Fitness
POS DEBIT 913107815291 PVRCINEMAS,Entertainment
POS DEBIT 890118889343 DOMINOSPIZZA,Food & Drinks
POS DEBIT 405484994438 CASHWITHDRAWAL,Withdrawals
POS DEBIT 639014068883 INDIANRAILWAYS,Travel & Transport
POS DEBIT 781133664274 CASHWITHDRAWAL,Miscellaneous
POS DEBIT 680649080833 CULTFIT,Health & Fitness
UPI/P2M/159669109039/ZOMATO,Food & Drinks
UPI/P2M/877460807394/BSNL,Bills & Utilities
UPI/P2M/534824995144/UPSTOX,Investments
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
POS DEBIT 092597335286 VODAFONEIDEA,Bills & Utilities
POS DEBIT 958742995550 UNIVERSITYFEES,Education
NEFT CR-323884977870-RENTAL INCOME,Income
UPI/P2M/905039918699/ZEPTO,Groceries
POS DEBIT 892974691876 THEBEERCAFE,Food & Drinks
UPI/P2M/149636189873/AIRTEL,Bills & Utilities
UPI/P2M/874800359849/UPSTOX,Investments
NEFT CR-983333721655-SALARY CREDIT,Income
POS DEBIT 232350577779 CULTFIT,Health & Fitness
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
POS DEBIT 578530774166 CULTFIT,Health & Fitness
UPI/P2M/210891975712/FLIPKART,Shopping
POS DEBIT 410258520040 CASHWITHDRAWAL,Withdrawals
POS DEBIT 877914777943 UNIVERSITYFEES,Education
POS DEBIT 854053894845 CASHWITHDRAWAL,Withdrawals
POS DEBIT 937894333197 OLACABS,Travel & Transport
POS DEBIT 221921068356 MUTUALFUNDSIP,Investments
POS DEBIT 577830535693 PRIMEVIDEO,Entertainment
POS DEBIT 626123773620 APOLLOPHARMACY,Health & Fitness
POS DEBIT 276794102943 CASHWITHDRAWAL,Withdrawals
POS DEBIT 550289610158 DOMINOSPIZZA,Food & Drinks
UPI/P2M/406471023103/UPSTOX,Investments
UPI/P2M/785157681480/GROWW,Investments
POS DEBIT 560572949653 CULTFIT,Health & Fitness
UPI/P2M/134372087575/BIGBASKET,Groceries
NEFT CR-617166309779-RENTAL INCOME,Income
UPI/P2M/451856572745/SWIGGY,Food & Drinks
UPI/P2M/351173150818/UPSTOX,Investments
POS DEBIT 680649080833 CULTFIT,Health & Fitness
POS DEBIT 238851969616 CASHWITHDRAWAL,Withdrawals
UPI/P2M/529233122718/GROWW,Investments
POS DEBIT 403416259160 REDBUS,Travel & Transport
POS DEBIT 682533869131 RELIANCEDIGITAL,Shopping
POS DEBIT 613935001859 THEBEERCAFE,Food & Drinks
UPI/P2M/778563321499/BIGBASKET,Groceries
UPI/P2M/950026309105/MYNTRA,Shopping
NEFT CR-255520519035-RENTAL INCOME,Income
UPI/P2M/878787946097/AIRTEL,Bills & Utilities
NEFT CR-951884537740-SALARY CREDIT,Income
NEFT CR-646483997259-RENTAL INCOME,Income
POS DEBIT 299975702716 PVRCINEMAS,Entertainment
UPI/P2M/724951755032/UDEMY,Education
NEFT CR-323884977870-RENTAL INCOME,Income
POS DEBIT 859101030218 MUTUALFUNDSIP,Investments
POS DEBIT 422571984306 REDBUS,Travel & Transport
UPI/P2M/255330552499/GOIBIBO,Travel & Transport
UPI/P2M/393042165690/MYNTRA,Shopping
UPI/P2M/101674529005/JIOMART,Groceries
POS DEBIT 481766165730 CASHWITHDRAWAL,Withdrawals
UPI/P2M/228297376176/BOOKMYSHOW,Entertainment
POS DEBIT 666982719855 CASHWITHDRAWAL,Withdrawals
POS DEBIT 881615421625 CASHWITHDRAWAL,Withdrawals
UPI/P2M/414190327902/AMAZON,Shopping
UPI/P2M/453236949586/GOIBIBO,Travel & Transport
UPI/P2M/221319485094/FLIPKART,Shopping
NEFT CR-134504636782-FREELANCE PAYMENT,Income
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
POS DEBIT 396037801225 INDIANRAILWAYS,Travel & Transport
POS DEBIT 580495553651 MUTUALFUNDSIP,Investments
POS DEBIT 549755629877 BANKCHARGES,Miscellaneous
UPI/P2M/985839570031/ZERODHA,Investments
POS DEBIT 170449399439 PRIMEVIDEO,Entertainment
UPI/P2M/929388156642/ZEPTO,Groceries
UPI/P2M/776596835097/ZOMATO,Food & Drinks
UPI/P2M/675817234649/FLIPKART,Shopping
UPI/P2M/516707692505/GIFT,Miscellaneous
UPI/P2M/131962269359/STARBUCKS,Food & Drinks
UPI/P2M/694870942970/GOIBIBO,Travel & Transport
POS DEBIT 494660640088 CASHWITHDRAWAL,Withdrawals
NEFT CR-846157386840-FREELANCE PAYMENT,Income
UPI/P2M/948496469879/FLIPKART,Shopping
POS DEBIT 680649080833 CULTFIT,Health & Fitness
NEFT CR-526605914464-SALARY CREDIT,Income
UPI/P2M/371359941947/BIGBASKET,Groceries
POS DEBIT 511559586036 CULTFIT,Health & Fitness
POS DEBIT 115653468400 LOCALGYM,Health & Fitness
UPI/P2M/339833635356/GOIBIBO,Travel & Transport
UPI/P2M/987931991510/MAKEMYTRIP,Travel & Transport
POS DEBIT 207309300331 ELECTRICITYBOARD,Bills & Utilities
NEFT CR-476226519294-RENTAL INCOME,Income
POS DEBIT 509395778318 OLACABS,Travel & Transport
POS DEBIT 273344620549 CASHWITHDRAWAL,Withdrawals
NEFT CR-605141882682-SALARY CREDIT,Income
UPI/P2M/256467380476/AMAZON,Shopping
UPI/P2M/950026309105/MYNTRA,Shopping
NEFT CR-163413734427-FREELANCE PAYMENT,Income
POS DEBIT 867052874088 RELIANCEDIGITAL,Shopping
POS DEBIT 223700844231 LOCALSUPERMARKET,Groceries
POS DEBIT 066479853170 BANKCHARGES,Miscellaneous
POS DEBIT 441805481635 PRIMEVIDEO,Entertainment
POS DEBIT 422007125272 RELIANCEDIGITAL,Shopping
NEFT CR-519955639520-SALARY CREDIT,Income
POS DEBIT 648069074086 DOMINOSPIZZA,Food & Drinks
UPI/P2M/950026309105/MYNTRA,Shopping
POS DEBIT 578530774166 CULTFIT,Health & Fitness
UPI/P2M/891421436543/FLIPKART,Shopping
UPI/P2M/709040168170/FLIPKART,Shopping
POS DEBIT 595171038108 REDBUS,Travel & Transport
POS DEBIT 999776530799 MUTUALFUNDSIP,Investments
UPI/P2M/304675616517/AIRTEL,Bills & Utilities
POS DEBIT 587718772539 REDBUS,Travel & Transport
NEFT CR-399215586683-SALARY CREDIT,Income
POS DEBIT 644744900331 APOLLOPHARMACY,Health & Fitness
UPI/P2M/125310218937/NETFLIX.COM,Entertainment
UPI/P2M/923422784661/COURSERA,Education
POS DEBIT 759674388019 PVRCINEMAS,Entertainment
